Date and Time,Symbol,Bid Price,Bid Size,Ask Price,Ask Size
2022-10-05T05:43:07.110000,USDEUR,0.99910000,2000.00000000,0.99990000,2000.00000000
2022-10-05T05:43:26.649000,USDEUR,0.99910000,2000.00000000,0.99980000,3862.00000000
2022-10-05T05:43:46.697000,USDEUR,0.99910000,2000.00000000,1.00010000,9823.00000000
2022-10-05T05:43:46.703000,USDEUR,0.99910000,2000.00000000,0.99970000,4300.00000000
